63,1,1,1012,1396,16,1,0,0,2
63,1,1,1300,2534,11,2,6,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,1,1105,9563,2,4,17,0,2
63,1,1,222,15270,9,5,11,1,1
63,1,1,984,18583,4,6,17,1,1
63,1,1,1607,40368,12,7,10,0,5
63,1,1,1040,47786,1,8,22,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,2,1336,2788,15,1,1,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,2,1268,8674,4,3,14,0,1
63,1,2,651,10521,13,4,6,0,1
63,1,2,1433,25537,7,5,13,0,5
63,1,2,884,62697,14,6,7,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,3,1535,2135,7,1,9,1,1
63,1,3,1321,4823,5,2,12,1,1
63,1,3,382,11428,6,3,12,1,5
63,1,3,830,58237,15,4,4,0,1
63,1,3,97,65506,13,5,7,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,4,1280,1851,3,1,13,0,5
63,NaN,4,624,3218,4,2,13,0,1
63,1,4,1200,4420,16,3,2,0,2
63,NaN,4,49,5916,7,4,12,0,1
63,1,4,1052,7143,10,5,10,0,5
63,1,4,551,8226,11,6,10,1,1
63,1,4,432,16367,13,7,9,0,2
63,NaN,4,420,27317,14,8,9,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,5,1400,1226,1,1,15,0,2
63,NaN,5,506,2494,3,2,14,1,1
63,NaN,5,717,3547,4,3,14,1,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,5,556,9114,5,5,15,1,2
63,NaN,5,1165,10316,2,6,19,0,1
63,NaN,5,644,11793,10,7,12,0,1
63,NaN,5,364,25896,7,8,16,1,2
63,1,5,1099,37200,15,9,9,0,1
63,NaN,5,561,65785,8,10,17,0,1
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,6,978,1102,16,1,0,0,5
63,1,6,1129,18971,4,2,13,0,1
63,NaN,6,812,21127,2,3,16,0,2
63,NaN,6,1564,24130,5,4,14,0,1
63,NaN,6,578,25776,11,5,9,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,6,1583,50360,12,7,10,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5
63,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2
