66,2,15,1,1,1,1
66,2,3,1,13,2,1
66,2,5,1,11,3,1
66,2,6,1,10,4,1
66,2,15,1,1,5,1
66,2,12,1,4,6,1
66,2,14,1,2,7,1
66,2,14,1,2,8,1
66,2,14,1,2,9,1
66,2,13,1,3,10,1
66,2,15,1,1,11,1
66,2,14,1,2,12,1
66,2,15,1,1,13,1
66,2,15,1,1,14,1
66,2,16,1,0,15,1
66,2,14,1,2,16,1
66,2,16,2,1,1,1
66,2,1,2,16,2,1
66,2,16,2,1,3,1
66,2,15,2,2,4,1
66,2,16,2,1,5,1
66,2,13,2,4,6,1
66,2,15,2,2,7,1
66,2,15,2,2,8,1
66,2,15,2,2,9,1
66,2,14,2,3,10,1
66,2,16,2,1,11,1
66,2,16,2,1,12,1
66,2,16,2,1,13,1
66,2,16,2,1,14,1
66,2,13,2,4,15,1
66,2,15,2,2,16,1
66,2,10,3,8,1,1
66,2,7,3,11,2,1
66,2,15,3,3,3,1
66,2,16,3,2,4,1
66,2,2,3,16,5,1
66,2,15,3,3,6,1
66,2,16,3,2,7,1
66,2,16,3,2,8,1
66,2,16,3,2,9,1
66,2,15,3,3,10,1
66,2,14,3,4,11,1
66,2,15,3,3,12,1
66,2,5,3,13,13,1
66,2,5,3,13,14,1
66,2,4,3,14,15,1
66,2,16,3,2,16,1
66,2,11,4,8,1,1
66,2,10,4,9,2,1
66,2,9,4,10,3,1
66,2,10,4,9,4,1
66,2,1,4,18,5,1
66,2,16,4,3,6,1
66,2,8,4,11,7,1
66,2,1,4,18,8,1
66,2,10,4,9,9,1
66,2,16,4,3,10,1
66,2,11,4,8,11,1
66,2,10,4,9,12,1
66,2,6,4,13,13,1
66,2,1,4,18,14,1
66,2,3,4,16,15,1
66,2,11,4,8,16,1
66,2,13,5,7,1,1
66,2,13,5,7,2,1
66,2,11,5,9,3,1
66,2,5,5,15,4,1
66,2,12,5,8,5,1
66,2,3,5,17,6,1
66,2,2,5,18,7,1
66,2,2,5,18,8,1
66,2,9,5,11,9,1
66,2,2,5,18,10,1
66,2,5,5,15,11,1
66,2,6,5,14,12,1
66,2,1,5,19,13,1
66,2,2,5,18,14,1
66,2,5,5,15,15,1
66,2,1,5,19,16,1
66,2,3,6,18,1,1
66,2,12,6,9,2,1
66,2,8,6,13,3,1
66,2,11,6,10,4,1
66,2,11,6,10,5,1
66,2,4,6,17,6,1
66,2,1,6,20,7,1
66,2,3,6,18,8,1
66,2,12,6,9,9,1
66,2,8,6,13,10,1
66,2,1,6,20,11,1
66,2,5,6,16,12,1
66,2,3,6,18,13,1
66,2,6,6,15,14,1
66,2,7,6,14,15,1
66,2,3,6,18,16,1
66,2,9,7,13,1,1
66,2,10,7,12,3,1
66,2,13,7,9,4,1
66,2,3,7,19,5,1
66,2,1,7,21,6,1
66,2,3,7,19,7,1
66,2,7,7,15,8,1
66,2,13,7,9,9,1
66,2,3,7,19,10,1
66,2,3,7,19,11,1
66,2,2,7,20,12,1
66,2,4,7,18,13,1
66,2,7,7,15,14,1
66,2,9,7,13,15,1
66,2,6,8,17,1,1
66,2,9,8,14,2,1
66,2,14,8,9,3,1
66,2,3,8,20,4,1
66,2,5,8,18,5,1
66,2,7,8,16,6,1
66,2,4,8,19,7,1
66,2,8,8,15,8,1
66,2,6,8,17,9,1
66,2,5,8,18,10,1
66,2,4,8,19,11,1
66,2,1,8,22,12,1
66,2,2,8,21,13,1
66,2,8,8,15,14,1
66,2,1,8,22,15,1
66,2,13,8,10,16,1
66,2,7,9,17,1,0
66,2,5,9,19,2,1
66,2,3,9,21,3,1
66,2,1,9,23,4,1
66,2,14,9,10,5,1
66,2,5,9,19,6,1
66,2,11,9,13,7,1
66,2,10,9,14,8,1
66,2,2,9,22,9,1
66,2,6,9,18,11,1
66,2,4,9,20,12,1
66,2,9,9,15,13,1
66,2,9,9,15,14,1
66,2,2,9,22,15,1
66,2,5,9,19,16,1
66,2,1,10,24,1,1
66,2,16,10,9,2,1
66,2,4,10,21,3,1
66,2,9,10,16,4,1
66,2,6,10,19,6,1
66,2,10,10,15,7,1
66,2,11,10,14,8,1
66,2,4,10,21,9,1
66,2,1,10,24,10,1
66,2,7,10,18,11,1
66,2,9,10,16,12,1
66,2,13,10,12,13,1
66,2,3,10,22,14,1
66,2,6,10,19,15,1
66,2,6,10,19,16,1
66,2,2,11,24,1,1
66,2,10,11,16,6,1
66,2,12,11,14,8,1
66,2,5,11,21,9,1
66,2,9,11,17,10,1
66,2,8,11,18,11,1
66,2,7,11,19,12,1
66,2,12,11,14,13,1
66,2,4,11,22,14,1
66,2,8,11,18,15,1
66,2,7,11,19,16,1
66,2,6,12,21,3,1
66,2,2,12,25,6,1
66,2,7,12,20,7,1
66,2,11,12,16,10,1
66,2,10,12,17,11,1
66,2,8,12,19,12,1
66,2,14,12,13,13,1
66,2,14,12,13,14,1
66,2,8,12,19,16,1
66,2,4,13,24,10,1
66,2,11,13,17,12,1
66,2,13,13,15,14,1
66,2,9,13,19,16,1
66,2,10,14,19,10,1
66,2,13,14,16,11,1
66,2,4,15,26,16,0
67,2,15,1,1,1,1
67,2,14,1,2,2,1
